condition,model_level,objective,candidate_id,r2,baseline_r2
CN->CN,d2,o_min,m050523_o_min_ord6_rk00009,0.4523959700856653,0.4151294876877847
CN->CN,d2,o_min,m070524_o_min_ord26_rk00010,0.4484091580328393,0.4151294876877847
CN->CN,d2,o_min,m072525_o_min_ord28_rk00011,0.4479707104380651,0.4151294876877847
CN->CN,d2,o_min,m072533_o_min_ord28_rk00019,0.4479259613636154,0.4151294876877847
CN->CN,d2,o_min,m071531_o_min_ord27_rk00017,0.4479186739658005,0.4151294876877847
CN->CN,d2,o_min,m047516_o_min_ord3_rk00002,0.4477143334858291,0.4151294876877847
CN->CN,d2,o_min,m070521_o_min_ord26_rk00007,0.447610828123514,0.4151294876877847
CN->CN,d2,o_min,m070528_o_min_ord26_rk00014,0.447429436950677,0.4151294876877847
CN->CN,d2,o_min,m064523_o_min_ord20_rk00009,0.4473796865011057,0.4151294876877847
CN->CN,d2,o_min,m049523_o_min_ord5_rk00009,0.4471855777929,0.4151294876877847
CN->CN,d2,o_min,m062529_o_min_ord18_rk00015,0.4467563666341749,0.4151294876877847
CN->CN,d2,o_min,m073531_o_min_ord29_rk00017,0.446737211726386,0.4151294876877847
CN->CN,d2,o_min,m068515_o_min_ord24_rk00001,0.4463047340911874,0.4151294876877847
CN->CN,d2,o_min,m052516_o_min_ord8_rk00002,0.4462486911105366,0.4151294876877847
CN->CN,d2,o_min,m072517_o_min_ord28_rk00003,0.4460738408721818,0.4151294876877847
CN->CN,d2,o_min,m071519_o_min_ord27_rk00005,0.4459513601809759,0.4151294876877847
CN->CN,d2,o_min,m072531_o_min_ord28_rk00017,0.4457302809541246,0.4151294876877847
CN->CN,d2,o_min,m052527_o_min_ord8_rk00013,0.445710798620342,0.4151294876877847
CN->CN,d2,o_min,m063532_o_min_ord19_rk00018,0.4455431771349183,0.4151294876877847
CN->CN,d3,o_max,m002006_o_max_ord5_rk00007,0.4417140820731131,0.4306775257058849
CN->CN,d3,o_max,m023016_o_max_ord26_rk00017,0.4411899857336228,0.4306775257058849
CN->CN,d3,o_max,m001011_o_max_ord4_rk00012,0.4394854650626739,0.4306775257058849
CN->CN,d3,o_max,m002011_o_max_ord5_rk00012,0.4394423822145877,0.4306775257058849
CN->CN,d3,o_max,m002000_o_max_ord5_rk00001,0.438018922071189,0.4306775257058849
CN->CN,d3,o_max,m003016_o_max_ord6_rk00017,0.4379240482351797,0.4306775257058849
CN->CN,d3,o_max,m001002_o_max_ord4_rk00003,0.4372030898150748,0.4306775257058849
CN->CN,d3,o_max,m001009_o_max_ord4_rk00010,0.4363206140139773,0.4306775257058849
CN->CN,d3,o_max,m002001_o_max_ord5_rk00002,0.4358123298738007,0.4306775257058849
CN->CN,d3,o_max,m002007_o_max_ord5_rk00008,0.4350731328780399,0.4306775257058849
