condition,objective,rung_id,candidate_id,order,r2,shannon_h,n_domains,dominant_domain
AD+FTD->FTD,o_min,ols,m051532_o_min_ord7_rk00018,7,0.3808870088850697,1.8423709931771086,4,Democracy
AD+FTD->FTD,o_min,ols,m052516_o_min_ord8_rk00002,8,0.3803559408922847,2.25,5,Temperature
AD+FTD->FTD,o_min,ols,m051521_o_min_ord7_rk00007,7,0.3794132187019515,2.2359263506290326,5,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m050534_o_min_ord6_rk00020,6,0.3764412276223038,2.2516291673878226,5,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m052528_o_min_ord8_rk00014,8,0.37452464767237,2.25,5,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m053520_o_min_ord9_rk00006,9,0.3727658801801343,2.2810361125534238,5,Air Pollution
AD+FTD->FTD,o_min,ols,m053531_o_min_ord9_rk00017,9,0.3715695559390258,2.197159723424149,5,Air Pollution
AD+FTD->FTD,o_min,ols,m051515_o_min_ord7_rk00001,7,0.3699338819885515,2.2359263506290326,5,Precipitation/droughts
AD+FTD->FTD,o_min,ols,m054526_o_min_ord10_rk00012,10,0.3562497507935068,2.4464393446710155,6,Air Pollution
AD+FTD->FTD,o_min,ols,m048532_o_min_ord4_rk00018,4,0.3545676523389252,1.5,3,Temperature
AD+FTD->FTD,o_min,ols,m047523_o_min_ord3_rk00009,3,0.3497647293795651,1.584962500721156,3,Air Pollution
AD+FTD->FTD,o_min,ols,m051533_o_min_ord7_rk00019,7,0.3455888689817198,1.8423709931771086,4,Democracy
