model_level,objective,candidate_id,full_r2,baseline_r2,best_single_r2
d2,o_min,m047521_o_min_ord3_rk00007,0.4483637359665348,0.4026369100629933,0.4620305233607507
d2,o_min,m062529_o_min_ord18_rk00015,0.44825147991601233,0.4026369100629933,0.4620305233607507
d2,o_min,m068525_o_min_ord24_rk00011,0.44814125384201,0.4026369100629933,0.4620305233607507
d2,o_min,m072532_o_min_ord28_rk00018,0.4481199059827812,0.4026369100629933,0.4620305233607507
d2,o_min,m053524_o_min_ord9_rk00010,0.4481037676192753,0.4026369100629933,0.4620305233607507
d2,o_min,m066520_o_min_ord22_rk00006,0.4480657140885125,0.4026369100629933,0.4620305233607507
d2,o_min,m070521_o_min_ord26_rk00007,0.4479337358577393,0.4026369100629933,0.4620305233607507
d2,o_min,m066523_o_min_ord22_rk00009,0.44784948140409564,0.4026369100629933,0.4620305233607507
d2,o_min,m069527_o_min_ord25_rk00013,0.447835597392893,0.4026369100629933,0.4620305233607507
d2,o_min,m068517_o_min_ord24_rk00003,0.44782342304477796,0.4026369100629933,0.4620305233607507
d2,o_min,m066533_o_min_ord22_rk00019,0.44778262504346256,0.4026369100629933,0.4620305233607507
d2,o_min,m068530_o_min_ord24_rk00016,0.4476125864816185,0.4026369100629933,0.4620305233607507
d2,o_min,m067521_o_min_ord23_rk00007,0.4475232715967299,0.4026369100629933,0.4620305233607507
d2,o_min,m049528_o_min_ord5_rk00014,0.4473351908731732,0.4026369100629933,0.4620305233607507
d2,o_min,m055522_o_min_ord11_rk00008,0.4472970481859899,0.4026369100629933,0.4620305233607507
d2,o_min,m049520_o_min_ord5_rk00006,0.447210043547285,0.4026369100629933,0.4620305233607507
d2,o_min,m049534_o_min_ord5_rk00020,0.4469040481130929,0.4026369100629933,0.4620305233607507
d2,o_min,m052527_o_min_ord8_rk00013,0.4467756378547416,0.4026369100629933,0.4620305233607507
d2,o_min,m064523_o_min_ord20_rk00009,0.4467734561051995,0.4026369100629933,0.4620305233607507
d2,o_max,m023016_o_max_ord26_rk00017,0.46368513696835667,0.4026369100629933,0.4620305233607507
d2,o_max,m025009_o_max_ord28_rk00010,0.45776565927041246,0.4026369100629933,0.4620305233607507
d2,o_max,m025004_o_max_ord28_rk00005,0.4558286848674301,0.4026369100629933,0.4620305233607507
d2,o_max,m026009_o_max_ord29_rk00010,0.453615396784496,0.4026369100629933,0.4620305233607507
d2,o_max,m020018_o_max_ord23_rk00019,0.45348790377173576,0.4026369100629933,0.4620305233607507
d2,o_max,m024018_o_max_ord27_rk00019,0.45318075731886687,0.4026369100629933,0.4620305233607507
d2,o_max,m025010_o_max_ord28_rk00011,0.4527788709643278,0.4026369100629933,0.4620305233607507
d2,o_max,m024010_o_max_ord27_rk00011,0.4523397436323533,0.4026369100629933,0.4620305233607507
d2,o_max,m021002_o_max_ord24_rk00003,0.45031348517493175,0.4026369100629933,0.4620305233607507
d2,o_max,m024019_o_max_ord27_rk00020,0.45018590140111425,0.4026369100629933,0.4620305233607507
d2,o_max,m023011_o_max_ord26_rk00012,0.44985588407324206,0.4026369100629933,0.4620305233607507
d2,o_max,m020001_o_max_ord23_rk00002,0.4497275075696505,0.4026369100629933,0.4620305233607507
d2,o_max,m025014_o_max_ord28_rk00015,0.4489835673202598,0.4026369100629933,0.4620305233607507
d2,o_max,m023017_o_max_ord26_rk00018,0.4487554524820567,0.4026369100629933,0.4620305233607507
d2,o_max,m022007_o_max_ord25_rk00008,0.44767881760592965,0.4026369100629933,0.4620305233607507
d2,o_max,m024014_o_max_ord27_rk00015,0.44766134088853893,0.4026369100629933,0.4620305233607507
d2,o_max,m024017_o_max_ord27_rk00018,0.4476114619616124,0.4026369100629933,0.4620305233607507
d2,o_max,m023004_o_max_ord26_rk00005,0.4471716342287465,0.4026369100629933,0.4620305233607507
